"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ANXA5",3.45416356686006e-19,-0.335691082021804,0.439,0.49,1.26425840710645e-14,"2","ANXA5"
"RAB1B.1",4.80349671865963e-19,-0.269818745124646,0.377,0.454,1.75812783399661e-14,"2","RAB1B"
"CISD3.1",8.04421101586665e-19,-0.252849006564418,0.203,0.282,2.94426167391735e-14,"2","CISD3"
"FERMT3.1",9.70027430946965e-19,-0.269966706770601,0.41,0.482,3.55039740000899e-14,"2","FERMT3"
"HMGN2",1.96099960236419e-18,-0.407863196792673,0.73,0.744,7.17745464461317e-14,"2","HMGN2"
"CARD16.1",2.22206672474238e-18,-0.280426854678366,0.387,0.46,8.1329864192296e-14,"2","CARD16"
"HOPX.1",2.43583908269449e-18,-0.324270359619075,0.431,0.503,8.9154146265701e-14,"2","HOPX"
"TCF25.1",4.92921682643389e-18,-0.310257219102112,0.52,0.578,1.80414265064307e-13,"2","TCF25"
"ARPC5",5.61035587501444e-18,-0.261261154634398,0.595,0.636,2.05344635381404e-13,"2","ARPC5"
"DSTN",9.79238116573466e-18,-0.291135135717342,0.467,0.524,3.58410943047054e-13,"2","DSTN"
"CCDC107.1",9.79616691126303e-18,-0.252782124540549,0.349,0.425,3.58549505119138e-13,"2","CCDC107"
"NCKAP1L",2.48675788688005e-17,-0.255416555875505,0.246,0.325,9.10178254176968e-13,"2","NCKAP1L"
"FMNL1",2.57844986379014e-17,-0.263741729829198,0.513,0.574,9.43738434645828e-13,"2","FMNL1"
"LYST",2.63379138725945e-17,-0.285001429469737,0.239,0.314,9.63993985650832e-13,"2","LYST"
"RNF166.1",2.663154540807e-17,-0.259055679457027,0.377,0.452,9.74741193480768e-13,"2","RNF166"
"TAP1",2.864036860117e-17,-0.260029502484807,0.512,0.559,1.04826613117142e-12,"2","TAP1"
"NOP10.1",6.43267294658213e-17,-0.253550087557149,0.343,0.416,2.35442262517853e-12,"2","NOP10"
"KLF3.1",5.09136845892285e-16,-0.290427564540232,0.504,0.556,1.86349176965035e-11,"2","KLF3"
"TPM4.1",6.20623002739045e-16,-0.329155927972007,0.257,0.323,2.27154225232518e-11,"2","TPM4"
"PSMB2",6.72982489134631e-16,-0.258159335152452,0.318,0.385,2.46318320848166e-11,"2","PSMB2"
"GLIPR1.1",8.46485947663974e-16,-0.278218270458797,0.407,0.469,3.09822321704491e-11,"2","GLIPR1"
"NEAT1.1",8.57188884563713e-16,-0.376198686646272,0.564,0.609,3.13739703639165e-11,"2","NEAT1"
"IFI16",1.62922950285896e-15,-0.281486497376993,0.331,0.392,5.96314290341407e-11,"2","IFI16"
"MAP1LC3B.1",2.3277948436593e-15,-0.252052172908543,0.538,0.586,8.51996190727741e-11,"2","MAP1LC3B"
"CTBP1.1",2.68326132062932e-15,-0.251564957501081,0.39,0.456,9.82100475963536e-11,"2","CTBP1"
"RASSF1",5.25282443926857e-15,-0.268540261205655,0.373,0.436,1.92258627301669e-10,"2","RASSF1"
"TLN1.1",6.76737039833203e-15,-0.293766832283457,0.485,0.528,2.47692523949351e-10,"2","TLN1"
"TSPAN32.1",9.63435904170106e-15,-0.259936772593689,0.26,0.328,3.52627175285301e-10,"2","TSPAN32"
"XBP1.1",1.0208871290013e-14,-0.292968932958104,0.504,0.546,3.73654898085768e-10,"2","XBP1"
"THEMIS.1",1.55573073607886e-14,-0.256902242140366,0.399,0.459,5.69413006712224e-10,"2","THEMIS"
"PPP2R5C",1.76430833109723e-14,-0.271351007504324,0.633,0.658,6.45754492264898e-10,"2","PPP2R5C"
"CD63",3.1696443753197e-14,-0.259108996735016,0.341,0.404,1.16012153781076e-09,"2","CD63"
"SELL.2",3.52559948282697e-14,0.270853500976704,0.636,0.601,1.2904046667095e-09,"2","SELL"
"CRIP1.1",1.04557709299462e-13,-0.251595041752217,0.887,0.869,3.82691671806961e-09,"2","CRIP1"
"RBM38.1",2.94561338347687e-12,-0.279880962133806,0.475,0.52,1.07812395448637e-07,"2","RBM38"
"CDK2AP2",3.0054710952481e-12,-0.272169637961723,0.345,0.395,1.10003247557176e-07,"2","CDK2AP2"
"HSPA5.1",4.54808599469839e-12,-0.270106530763551,0.627,0.653,1.66464495491956e-07,"2","HSPA5"
"SERPINB1",1.32804345458512e-11,-0.25007574092293,0.423,0.468,4.860771848127e-07,"2","SERPINB1"
"CCNH.2",1.81642487512381e-09,-0.260356951824343,0.475,0.506,6.64829668544067e-05,"2","CCNH"
"TNFAIP3.2",1.16057783002405e-07,-0.301573880961283,0.664,0.661,0.00424783091567101,"2","TNFAIP3"
"CMC1.1",0,1.55862645469603,0.602,0.228,0,"3","CMC1"
"EFHD2.2",0,1.09212971503989,0.883,0.561,0,"3","EFHD2"
"FCRL6.2",0,1.06944259480521,0.632,0.224,0,"3","FCRL6"
"KLRG1.2",0,1.0173587813855,0.708,0.331,0,"3","KLRG1"
"S1PR5.1",0,0.904253036794655,0.475,0.138,0,"3","S1PR5"
"CST7.2",0,0.901781394135279,0.991,0.732,0,"3","CST7"
"LDHB.2",7.00524296152972e-289,-0.958773409411697,0.746,0.892,2.56398897634949e-284,"3","LDHB"
"RPLP1.2",4.24338817490997e-284,-0.536552180139925,1,0.997,1.5531225058988e-279,"3","RPLP1"
"CD27.1",1.83517502484622e-280,-1.07502752689316,0.302,0.733,6.71692410843965e-276,"3","CD27"
"HLA-C.1",5.74851066274135e-273,0.637620172732772,1,0.993,2.10401238766996e-268,"3","HLA-C"
"PLEK.2",3.27719050747785e-263,0.893191269402585,0.699,0.343,1.19948449764197e-258,"3","PLEK"
"NKG7.3",3.0154903243963e-243,0.748545648845823,0.998,0.798,1.10369961363229e-238,"3","NKG7"
"RPLP0.2",1.01264203722642e-241,-0.574587527458295,0.994,0.992,3.70637112045243e-237,"3","RPLP0"
"CTSW.3",1.39323212281662e-238,0.718542623604289,0.967,0.865,5.09936889272112e-234,"3","CTSW"
"MYBL1",1.7028066972425e-234,0.790984779608128,0.458,0.165,6.23244279257728e-230,"3","MYBL1"
"B2M.1",5.56258473382986e-233,0.299221188975839,1,0.999,2.03596163842907e-228,"3","B2M"
"CD244",1.16804052375774e-224,0.579358497290752,0.258,0.057,4.27514512100572e-220,"3","CD244"
"KLRD1.3",2.323481064151e-224,0.891686965789198,0.76,0.438,8.50417304289906e-220,"3","KLRD1"
"EOMES",3.7638203246483e-222,0.741893066559541,0.373,0.119,1.37759587702452e-217,"3","EOMES"
"PTGDR",3.3296064990624e-215,0.722262962882102,0.391,0.13,1.21866927472183e-210,"3","PTGDR"
"NOSIP.2",8.53365218755581e-215,-1.1026560292266,0.402,0.709,3.1234020371673e-210,"3","NOSIP"
"FGR.1",8.93103522720817e-193,0.684944670340933,0.424,0.159,3.26884820351046e-188,"3","FGR"
"RHOC",3.43001303638336e-187,0.759060873471051,0.457,0.192,1.25541907144667e-182,"3","RHOC"
"RPL12.1",4.62351748880826e-178,-0.411979681666191,0.997,0.994,1.69225363607871e-173,"3","RPL12"
"HLA-DPA1.3",5.56814674165551e-171,0.616005613707049,0.772,0.479,2.03799738891333e-166,"3","HLA-DPA1"
"FCGR3A.2",1.38504539575012e-162,0.948670124277587,0.518,0.257,5.06940465298502e-158,"3","FCGR3A"
